temperature,humidity,wind_speed,rainfall,drought_index,ndvi,slope,elevation,distance_to_road,population_density,month,is_dry_season,fire_occurred
38.79,43.1,47.59,1.159,790.7,0.6581,16.74,858.3,18.61,493.2,11,0,1
22.61,56.05,15.99,1.249,375.8,0.6531,20.75,514.5,15.22,362.2,5,1,1
14.45,92.29,43.4,4.455,205.1,0.3607,37.56,2026.8,9.22,139.2,5,1,0
28.28,15.66,44.06,3.488,713.0,0.7285,29.68,725.3,21.85,349.8,12,0,1
36.95,65.11,17.51,3.128,392.9,0.8203,2.67,859.1,16.58,352.9,10,0,1
17.55,16.3,4.16,2.425,479.3,0.2748,43.09,1065.2,14.37,350.0,11,0,0
31.8,41.91,36.23,4.308,76.5,0.6004,6.65,1112.6,20.06,427.1,8,1,1
12.99,78.32,15.58,0.156,306.3,0.4137,33.55,1057.8,24.09,43.7,10,0,0
11.81,46.85,39.15,0.462,755.4,0.8916,28.63,1284.2,29.18,54.2,1,0,1
28.6,94.76,22.13,1.025,471.6,0.4831,8.44,2045.6,18.92,320.3,8,1,0
28.92,57.52,24.26,2.811,275.6,0.2827,7.68,2057.2,26.25,476.9,11,0,0
32.31,37.3,38.9,1.055,500.5,0.4055,39.16,2005.9,0.13,232.9,7,1,1
35.41,28.71,19.12,2.068,728.3,0.6231,18.89,297.8,15.95,480.3,1,0,1
44.15,39.79,22.16,0.224,219.2,0.1609,29.46,2009.2,6.52,469.0,9,1,1
28.07,41.67,18.81,0.436,404.1,0.5829,22.68,344.6,2.92,451.5,12,0,0
21.3,15.84,18.37,1.974,767.0,0.845,32.73,355.6,16.01,454.9,4,1,1
37.83,41.41,26.3,0.27,137.9,0.7803,21.57,2372.3,22.43,449.2,7,1,1
19.48,49.46,40.44,0.649,575.7,0.1541,12.93,2057.5,12.43,409.9,3,0,1
25.36,71.43,18.09,0.462,491.6,0.8947,16.35,1403.4,20.14,347.5,8,1,1
12.75,65.82,26.21,0.646,543.7,0.659,38.66,2193.7,14.74,12.2,4,1,1
10.89,70.25,33.54,1.848,281.0,0.2298,21.06,2473.9,13.17,66.1,2,0,0
43.69,10.71,13.47,0.688,251.1,0.1099,9.61,1546.1,8.78,67.1,2,0,1
39.26,28.5,13.88,1.215,547.4,0.237,42.06,1551.6,11.54,11.8,8,1,1
34.36,66.24,46.67,0.158,172.4,0.7705,35.85,1898.3,10.56,58.4,8,1,1
24.31,51.14,36.18,2.452,335.7,0.1173,2.5,618.7,19.42,459.9,1,0,0
16.07,10.45,28.86,0.693,150.5,0.2865,44.95,459.5,3.57,331.9,6,1,1
15.48,78.38,32.39,1.568,6.6,0.7058,31.27,1911.0,2.87,156.0,9,1,0
18.76,75.69,1.46,1.939,776.0,0.5689,7.21,895.0,19.83,396.7,9,1,1
29.22,56.62,30.91,0.353,345.4,0.7262,10.67,380.9,16.43,244.2,2,0,1
35.01,15.65,25.48,3.24,775.5,0.6969,31.16,821.5,12.96,71.1,8,1,1
33.11,75.15,27.29,1.437,112.3,0.1405,35.09,928.7,4.66,442.3,8,1,1
19.8,59.62,17.97,0.84,469.9,0.814,10.76,2414.8,12.39,169.3,4,1,1
43.42,76.47,4.07,0.302,160.8,0.2816,11.56,1760.0,23.71,349.4,4,1,1
35.83,73.9,9.67,4.279,632.1,0.5427,13.82,1350.6,26.7,145.3,5,1,1
29.4,78.26,47.54,2.11,627.0,0.6154,26.91,2423.7,21.11,250.0,11,0,1
31.41,54.03,20.43,0.35,90.1,0.2349,7.73,2262.7,1.89,408.1,10,0,1
24.69,21.93,23.33,0.618,729.7,0.881,4.69,1304.4,20.15,78.4,7,1,1
18.67,67.05,2.64,2.489,155.7,0.4905,30.55,2268.9,7.31,488.6,1,0,0
22.46,62.74,1.88,1.785,490.4,0.1461,35.06,1040.5,9.53,35.1,11,0,0
36.52,73.09,35.86,2.177,788.5,0.8498,22.54,614.5,5.96,267.0,9,1,1
10.5,24.44,26.9,0.873,705.9,0.569,16.37,620.1,23.3,458.0,3,0,1
14.06,26.57,25.44,1.891,765.3,0.6594,19.44,1672.7,19.49,472.8,11,0,1
11.61,85.68,12.16,0.733,274.1,0.5201,17.48,1277.6,18.39,116.1,4,1,0
11.43,73.75,37.24,0.356,84.5,0.7678,43.2,1664.4,20.07,72.0,7,1,0
39.94,87.2,8.41,1.502,150.7,0.1265,34.56,1730.9,7.18,362.2,5,1,1
34.63,74.49,9.5,5.595,400.4,0.3147,9.36,104.7,13.39,21.0,5,1,1
26.6,60.76,23.04,0.558,634.6,0.4757,17.29,182.4,19.03,242.6,1,0,1
13.42,65.6,14.31,0.927,120.1,0.1613,24.48,1355.1,19.13,398.2,2,0,0
27.21,85.58,12.37,1.681,527.8,0.6647,27.58,518.0,23.78,280.1,5,1,1
26.57,59.2,32.26,1.17,258.9,0.4149,21.07,1599.7,8.68,94.0,2,0,1
16.06,63.75,32.55,2.781,273.0,0.3181,36.46,1402.9,23.13,243.5,1,0,0
25.18,23.3,41.23,2.152,529.5,0.1027,34.54,1485.1,13.26,460.6,10,0,1
23.95,50.28,20.89,0.09,373.6,0.6759,22.73,791.0,20.14,308.6,3,0,0
31.55,70.89,3.65,9.677,649.6,0.767,38.45,1617.6,13.73,360.7,11,0,1
32.23,33.03,13.68,2.094,124.7,0.416,33.8,2082.3,28.46,168.1,1,0,1
11.59,27.19,49.0,2.992,632.0,0.5514,35.04,2495.3,5.46,94.2,10,0,1
23.11,36.68,29.81,1.58,51.4,0.2821,43.04,2104.2,20.28,127.8,8,1,1
31.91,30.53,35.49,2.91,155.2,0.5978,11.99,1415.9,17.34,266.6,8,1,1
27.61,28.27,0.37,0.179,524.9,0.1097,12.04,523.9,5.26,140.1,8,1,1
39.98,46.11,25.91,0.641,683.9,0.4909,40.0,1719.5,2.07,271.0,7,1,1
33.05,87.17,1.88,3.136,202.1,0.6154,34.75,2347.3,23.99,353.9,7,1,1
15.7,53.1,28.46,0.338,261.8,0.8346,41.69,569.1,4.81,367.2,2,0,1
12.47,25.97,46.04,0.122,429.7,0.4051,2.84,677.2,5.68,82.3,9,1,1
32.48,16.54,48.42,2.328,169.3,0.7122,28.25,415.1,29.36,375.2,7,1,1
10.93,69.17,27.03,2.707,648.9,0.5781,6.51,1855.0,21.55,336.3,5,1,0
30.5,42.54,22.91,0.266,618.9,0.8416,22.68,1046.1,7.59,6.0,4,1,1
42.91,79.86,47.25,2.89,116.2,0.4187,7.01,203.6,17.77,29.4,8,1,1
30.14,66.06,33.68,1.741,371.1,0.3553,5.76,2193.6,16.07,323.1,5,1,1
23.59,77.68,3.24,1.101,619.9,0.8097,0.55,1416.3,25.35,191.9,6,1,1
32.52,33.12,23.29,2.66,269.9,0.1394,28.36,861.2,21.91,73.1,4,1,1
26.04,68.85,12.01,0.815,506.5,0.2091,16.16,892.8,24.97,22.2,2,0,0
29.1,32.45,23.49,0.323,40.2,0.1659,4.73,761.1,6.42,79.7,12,0,1
42.95,89.82,22.77,0.503,487.0,0.7745,14.53,1165.9,19.24,478.8,7,1,1
23.51,64.09,29.11,1.055,122.1,0.1085,7.6,875.8,1.3,363.8,12,0,0
43.64,37.58,17.84,1.137,664.5,0.7893,42.38,1392.5,2.16,263.9,2,0,1
41.69,32.91,8.21,2.457,284.4,0.461,14.4,1945.1,21.43,470.8,11,0,1
16.85,26.23,25.19,2.351,225.2,0.1032,15.03,1702.4,0.83,309.6,12,0,1
12.43,69.04,41.51,1.306,672.7,0.4213,37.79,771.4,17.43,362.8,7,1,1
13.53,28.59,33.2,2.277,40.1,0.2494,29.15,1345.4,25.23,141.3,7,1,0
10.64,60.6,16.92,0.319,317.3,0.5995,31.96,2108.3,11.46,294.5,1,0,0
13.31,32.49,46.78,0.077,296.0,0.6435,28.62,217.1,1.44,71.7,10,0,1
33.91,66.27,45.61,3.103,227.8,0.49,42.58,241.8,21.44,202.2,10,0,1
12.49,79.27,10.47,0.118,729.4,0.1324,9.32,1412.6,27.9,16.6,12,0,0
21.16,76.13,1.97,0.425,600.7,0.6249,44.51,1615.8,21.54,108.3,3,0,0
39.57,74.67,37.07,1.783,51.1,0.7736,37.39,568.0,17.4,37.4,3,0,1
10.81,25.96,41.38,0.79,571.7,0.6763,26.5,1875.8,6.98,193.9,11,0,1
38.51,17.51,48.39,3.135,421.8,0.764,29.81,1633.3,0.56,421.5,6,1,1
19.86,69.41,44.49,0.531,720.7,0.2604,29.2,2312.1,20.87,189.0,11,0,1
14.14,41.31,30.03,0.018,250.4,0.8111,2.63,463.9,7.01,415.8,3,0,0
34.39,46.75,26.5,0.536,459.3,0.3578,9.81,1890.9,25.76,328.2,12,0,1
32.01,12.65,1.39,1.294,400.6,0.1107,43.27,254.9,14.04,254.8,9,1,1
40.71,32.06,12.33,0.707,391.6,0.7747,24.05,1435.0,15.97,118.4,5,1,1
35.73,12.86,22.98,1.148,364.9,0.8535,17.03,1402.1,22.64,461.1,6,1,1
38.12,84.73,31.43,3.138,164.5,0.6244,34.29,1001.5,23.4,27.1,6,1,1
19.87,30.69,27.86,3.654,604.6,0.2851,23.6,2119.2,19.32,344.5,8,1,1
16.21,57.37,37.13,0.464,361.1,0.3014,0.59,60.7,28.16,310.6,10,0,1
36.27,13.31,13.99,0.93,766.8,0.4733,33.13,1324.4,29.47,220.5,11,0,1
38.24,66.68,28.25,1.195,208.6,0.8183,32.95,582.0,28.41,120.2,3,0,0
44.67,37.46,4.41,4.467,546.2,0.2197,7.43,1871.6,24.74,215.3,9,1,1
24.44,86.32,20.68,9.876,752.6,0.7608,43.05,155.5,21.2,436.4,7,1,1
23.02,85.49,37.51,0.403,530.8,0.333,10.08,2087.3,19.93,418.4,11,0,1
37.17,37.65,34.67,1.947,697.0,0.7469,20.6,2103.3,3.2,470.7,6,1,1
21.93,86.58,49.53,0.712,662.0,0.8362,5.16,2090.5,8.22,153.9,11,0,1
42.58,94.67,13.89,0.012,288.1,0.442,27.15,423.8,0.27,193.6,1,0,1
40.04,80.16,24.91,0.014,480.1,0.392,16.9,1594.5,4.21,9.4,4,1,0
25.01,81.81,16.48,0.926,125.0,0.7418,15.89,85.2,13.23,471.5,5,1,0
36.28,31.17,22.03,1.005,428.4,0.5236,37.21,2127.5,4.48,164.7,12,0,1
36.41,59.02,42.85,0.034,184.3,0.6476,0.43,1821.3,27.06,202.1,2,0,1
13.61,15.72,34.21,1.742,595.0,0.5983,35.91,1351.3,24.19,453.9,1,0,1
41.59,18.07,44.12,0.522,422.4,0.2223,25.72,1839.9,2.24,263.3,2,0,1
27.68,94.91,10.18,1.231,329.0,0.7758,44.37,281.1,7.54,283.1,8,1,0
38.93,37.76,43.67,0.537,215.0,0.2566,26.52,1345.2,24.59,88.1,10,0,1
21.2,73.6,2.99,0.274,799.0,0.8458,2.49,763.6,24.11,249.3,6,1,0
41.34,78.57,44.43,0.784,57.4,0.3005,2.28,2432.9,28.37,459.1,10,0,1
23.62,82.93,16.45,0.396,34.8,0.6871,39.74,2149.9,29.93,279.4,2,0,0
10.38,94.8,15.73,1.148,173.8,0.3277,37.85,1846.5,29.29,127.6,9,1,0
41.69,30.53,25.6,0.333,776.9,0.3542,15.57,2337.7,12.36,15.6,8,1,1
13.2,13.43,47.03,1.065,783.4,0.348,27.81,899.8,7.58,168.2,4,1,1
21.18,44.95,2.39,0.257,523.9,0.6983,22.03,2257.2,22.78,286.3,11,0,0
43.25,21.06,17.61,1.667,704.1,0.5455,43.52,846.8,9.05,21.3,10,0,1
43.27,11.91,42.83,2.103,171.2,0.8064,42.75,1845.4,24.21,304.9,7,1,1
30.07,40.64,19.8,0.175,777.6,0.3459,44.27,1854.2,16.07,261.7,3,0,1
32.11,76.62,9.96,0.946,114.2,0.6536,38.99,95.0,23.84,391.7,6,1,0
25.7,58.13,21.24,0.11,80.9,0.7024,40.93,934.6,8.35,14.4,3,0,1
20.26,36.59,19.28,1.368,89.8,0.2212,9.78,97.6,15.29,390.4,10,0,1
21.5,65.62,45.77,0.461,458.5,0.4205,37.4,2492.9,16.96,260.4,3,0,1
33.54,29.72,38.1,1.125,624.8,0.4863,31.9,349.4,28.3,185.3,12,0,1
36.33,11.22,25.26,1.093,293.3,0.3845,43.33,1379.9,8.07,482.7,11,0,1
37.71,74.97,49.42,3.873,782.3,0.3577,25.71,1986.9,28.11,80.1,9,1,1
37.64,63.02,23.26,1.195,347.5,0.6491,3.83,543.1,24.17,270.7,6,1,1
13.19,74.8,2.91,1.312,120.4,0.2727,26.88,1238.4,21.95,160.5,8,1,0
27.3,13.31,13.11,0.77,372.8,0.6675,30.9,1538.2,23.63,263.7,4,1,1
12.01,81.16,21.8,4.466,543.2,0.848,9.91,442.5,18.2,276.1,4,1,0
29.23,62.66,7.85,2.252,665.8,0.5522,17.74,1957.5,7.4,44.7,8,1,1
25.45,57.89,47.38,0.504,367.0,0.5891,26.93,783.4,5.77,330.6,7,1,1
41.07,63.09,38.34,2.789,474.9,0.1551,16.83,567.0,26.0,317.2,5,1,1
22.28,83.48,13.41,0.849,213.9,0.7916,16.87,1417.8,21.78,384.7,2,0,0
14.1,59.89,29.54,2.646,516.7,0.3284,5.99,1055.3,6.47,45.3,6,1,1
15.0,59.38,36.07,2.596,788.8,0.592,42.33,2304.7,18.49,148.6,1,0,1
36.65,94.21,47.06,0.314,39.2,0.8833,33.77,2206.2,13.48,325.1,7,1,1
31.64,74.32,44.08,1.812,709.2,0.5764,0.06,1234.2,4.84,68.4,9,1,1
13.54,47.59,25.76,0.515,449.8,0.6798,34.45,930.2,16.0,338.8,5,1,1
12.94,70.13,38.73,0.53,201.7,0.4563,33.29,847.5,8.52,29.5,5,1,0
34.53,43.08,28.11,0.527,763.9,0.1483,0.44,705.5,2.98,167.5,12,0,1
12.55,29.45,27.64,1.94,386.7,0.7381,16.63,1384.1,14.06,423.4,7,1,1
38.77,60.73,5.74,0.392,265.4,0.128,27.3,2022.2,17.74,387.1,5,1,1
34.72,88.9,6.31,0.001,145.2,0.6605,20.37,811.4,1.5,322.4,10,0,0
12.85,88.98,26.48,1.884,195.6,0.1183,35.01,515.7,12.12,435.2,12,0,0
12.97,39.06,13.44,0.282,666.3,0.7898,19.15,1214.9,7.8,354.6,12,0,0
44.53,54.85,1.05,0.166,491.5,0.2261,6.92,219.1,1.02,259.7,4,1,1
23.1,27.99,36.14,0.407,730.6,0.5114,43.94,1768.1,3.86,489.9,1,0,1
22.97,94.63,1.62,0.717,185.6,0.5777,10.89,1320.0,4.26,347.4,6,1,0
38.45,93.4,29.76,0.969,96.9,0.466,32.3,1266.1,5.57,300.7,9,1,0
43.15,65.21,26.96,0.068,4.9,0.3726,6.44,786.1,24.12,204.4,4,1,1
44.51,78.38,48.44,5.289,406.3,0.4743,14.81,2266.4,13.24,451.2,10,0,1
36.37,70.78,24.21,1.889,798.6,0.3491,19.89,271.7,4.5,147.9,11,0,1
23.17,60.42,3.18,0.586,556.0,0.4505,8.65,2181.1,3.1,4.6,4,1,1
12.92,14.53,27.58,0.576,246.7,0.3871,20.25,972.9,9.01,98.4,5,1,1
37.2,48.65,42.05,0.893,701.5,0.553,7.07,2207.5,23.96,54.8,6,1,1
29.54,67.36,49.84,1.476,625.4,0.2903,25.16,1835.5,11.0,159.5,3,0,1
24.85,67.59,21.52,0.237,12.3,0.8909,29.87,305.2,4.88,412.9,9,1,0
41.72,41.72,16.01,0.314,653.5,0.5007,2.81,2087.3,12.18,325.8,1,0,1
13.89,90.04,45.33,2.943,240.4,0.2553,39.2,1721.3,16.7,84.5,11,0,0
27.24,24.23,9.56,0.444,119.7,0.4817,8.33,129.1,0.98,394.4,6,1,0
10.4,52.53,30.77,0.718,181.1,0.7931,10.14,377.6,18.87,252.1,6,1,0
26.4,68.73,20.29,3.075,374.9,0.1174,29.76,1607.3,11.91,256.4,8,1,0
11.97,69.26,2.05,1.632,339.9,0.6436,21.09,1673.4,0.39,181.1,5,1,0
14.16,65.13,17.36,0.627,231.1,0.5384,22.47,1879.3,20.25,432.3,9,1,1
14.11,33.4,13.26,1.727,137.8,0.2356,5.77,1814.6,21.4,159.2,9,1,0
32.72,23.28,34.3,0.03,609.8,0.754,36.26,1665.8,18.9,47.1,12,0,1
36.11,64.05,47.44,1.996,792.1,0.3951,27.77,1927.3,10.32,151.4,2,0,1
30.42,60.94,13.4,1.001,622.2,0.335,6.09,1459.0,15.94,357.7,5,1,0
43.68,25.25,40.57,2.516,236.7,0.7625,16.83,688.9,11.68,328.8,12,0,1
23.12,69.94,2.77,4.64,195.8,0.6108,36.47,2285.3,21.05,94.0,7,1,1
20.0,48.69,26.91,3.901,174.1,0.8186,25.58,94.6,17.55,55.9,2,0,0
40.4,66.76,3.53,3.6,109.4,0.6039,4.89,948.1,2.55,330.4,7,1,0
17.83,81.18,46.7,1.077,441.1,0.6927,16.77,1835.7,19.33,338.2,9,1,0
43.71,24.43,38.32,0.67,484.3,0.7692,10.92,1096.5,20.65,183.1,8,1,1
10.43,11.63,32.9,0.938,564.4,0.1438,23.29,110.8,11.18,421.4,10,0,0
43.95,76.22,41.19,1.756,544.2,0.7208,37.95,211.7,26.29,489.1,9,1,1
11.51,61.82,32.38,3.231,233.9,0.591,19.63,1639.2,25.31,102.8,4,1,0
41.19,69.47,48.45,0.348,264.2,0.1556,19.5,2413.9,5.34,288.5,8,1,1
28.47,81.24,35.7,3.755,545.2,0.5069,40.74,1402.1,27.14,2.7,9,1,1
44.75,78.24,46.23,2.533,279.6,0.166,25.93,1291.6,13.28,356.5,10,0,1
12.58,91.68,25.86,5.785,170.1,0.6888,25.48,829.9,21.74,207.1,12,0,0
29.38,55.55,5.85,3.184,299.5,0.5372,11.79,678.9,24.44,96.6,2,0,1
43.93,51.52,26.41,0.493,217.7,0.8629,27.35,101.4,15.2,376.1,10,0,1
28.31,44.16,6.34,0.168,70.7,0.2465,25.92,718.7,12.03,405.3,3,0,0
32.03,23.06,29.62,0.179,664.1,0.5848,17.86,1150.3,27.47,55.6,1,0,1
34.35,58.67,24.12,0.516,682.5,0.2693,44.58,535.0,7.0,20.5,1,0,1
25.91,33.55,31.13,1.429,175.8,0.5913,39.69,264.0,7.78,167.0,10,0,0
31.96,88.31,0.5,2.447,51.8,0.6781,33.73,1808.4,10.91,313.0,6,1,1
30.45,59.57,9.74,3.443,591.1,0.6778,24.18,2241.8,25.8,396.7,1,0,1
41.54,60.39,24.57,1.466,169.2,0.7521,20.79,2345.1,28.17,273.0,5,1,1
11.59,40.17,47.53,0.008,314.7,0.7828,8.32,1564.1,6.68,290.4,6,1,1
19.83,14.42,19.18,0.309,51.3,0.1618,13.76,179.3,25.93,399.9,9,1,0
43.26,12.7,21.22,0.158,181.0,0.3746,34.83,1865.1,7.82,264.4,6,1,1
41.16,45.98,35.73,0.677,634.3,0.6497,20.42,319.7,29.12,305.6,4,1,1
25.95,17.19,30.19,1.044,643.5,0.4989,39.7,1690.9,17.96,258.1,1,0,1
31.7,61.58,14.95,0.067,165.7,0.2525,6.66,1959.4,0.31,440.2,6,1,1
19.71,84.88,20.54,0.643,268.7,0.5422,22.88,1828.4,1.12,117.8,7,1,0
16.58,85.05,10.88,0.296,107.4,0.4259,29.11,2382.1,4.51,132.0,5,1,0
26.23,66.02,48.3,1.562,59.3,0.412,23.26,1858.5,5.71,64.0,6,1,1
22.37,27.95,6.53,0.936,793.7,0.7478,40.02,1748.4,23.05,409.7,10,0,1
30.43,83.35,18.59,1.026,524.5,0.4261,44.53,691.3,6.76,205.9,8,1,1
12.72,85.32,1.29,0.837,433.7,0.1212,5.21,2315.7,29.08,173.9,1,0,0
44.1,26.72,11.09,4.686,612.4,0.1465,5.85,489.9,19.12,490.7,8,1,1
44.52,72.68,39.02,0.363,672.1,0.785,5.86,2267.0,20.81,463.4,12,0,1
34.44,34.35,10.06,1.091,645.4,0.8685,30.65,816.0,6.61,486.0,11,0,1
28.76,78.22,4.0,1.998,13.2,0.6507,16.77,368.9,26.79,71.1,2,0,0
20.83,94.77,23.72,1.221,149.4,0.3915,33.0,2075.4,20.07,445.6,2,0,0
38.48,12.55,0.5,3.968,523.9,0.8509,18.25,56.1,25.95,164.4,8,1,1
33.97,86.28,4.24,0.712,300.6,0.6302,28.24,2088.6,28.7,6.3,2,0,0
15.69,62.92,40.38,0.935,786.0,0.7755,34.64,692.7,3.86,195.6,8,1,1
41.88,92.74,38.57,0.139,532.3,0.7127,24.67,2217.6,2.99,254.6,5,1,1
38.79,49.53,45.76,1.409,765.2,0.4033,24.28,1744.1,24.12,54.1,9,1,1
43.24,82.03,42.73,0.51,161.2,0.483,3.97,1682.1,26.0,268.8,9,1,1
35.4,15.3,34.16,0.262,691.2,0.2489,18.49,945.0,17.55,409.7,8,1,1
31.47,38.5,2.62,1.18,257.1,0.3336,24.56,195.5,11.04,188.8,9,1,1
24.64,15.7,39.14,1.14,791.7,0.7225,20.79,2083.7,19.61,176.3,7,1,1
42.65,92.9,42.28,0.118,126.2,0.8152,40.54,468.7,9.24,169.4,8,1,1
40.31,79.44,39.95,1.797,413.1,0.6796,40.79,962.0,7.23,461.5,6,1,1
11.58,82.47,25.42,1.466,634.3,0.4721,36.99,1520.9,14.7,24.4,9,1,1
10.92,89.73,11.65,0.314,346.1,0.1692,16.89,1231.5,6.56,222.5,2,0,0
23.18,17.23,42.27,0.951,374.5,0.1456,32.28,536.7,14.56,132.3,3,0,1
38.37,42.78,36.36,1.911,789.1,0.3995,17.79,394.5,28.7,446.9,2,0,1
44.55,16.04,49.04,1.131,340.2,0.4711,10.47,352.0,25.21,48.0,6,1,1
15.26,27.92,7.78,0.755,483.3,0.5873,15.43,2164.4,28.25,205.7,3,0,0
30.79,29.5,11.28,0.584,43.6,0.1052,3.19,127.3,24.21,203.4,11,0,0
23.33,49.87,10.59,1.414,673.8,0.8918,14.93,2443.7,10.71,444.2,1,0,1
43.95,32.83,39.63,4.198,518.5,0.3912,20.73,536.4,24.38,107.7,4,1,1
39.47,18.58,9.35,1.671,323.2,0.7785,43.0,320.3,27.7,322.4,5,1,0
39.34,24.24,3.33,0.117,12.9,0.528,14.1,1463.6,28.42,67.2,12,0,1
26.4,22.52,49.93,0.926,473.3,0.2044,40.61,246.0,20.53,477.0,11,0,1
24.52,92.71,1.24,3.322,10.1,0.7381,10.3,1526.0,6.42,296.5,4,1,0
19.57,74.54,41.76,0.149,1.0,0.6679,8.59,2134.0,1.29,313.1,6,1,1
11.97,92.26,18.27,6.748,492.9,0.5219,23.35,167.4,4.5,216.9,3,0,0
40.27,47.38,42.08,4.466,151.2,0.5116,30.26,2009.7,28.97,171.1,10,0,1
38.45,33.66,27.73,0.122,153.5,0.17,1.99,1016.5,13.92,106.3,6,1,1
44.99,77.85,45.08,4.064,522.6,0.6247,9.95,440.8,25.66,302.0,10,0,1
44.88,37.73,46.31,0.677,43.0,0.829,20.51,481.4,14.0,477.3,1,0,1
29.44,35.45,0.45,2.794,250.7,0.1746,14.9,2301.0,19.86,179.9,6,1,1
36.91,29.76,3.77,0.813,119.5,0.3108,32.07,321.0,0.82,441.6,8,1,1
43.07,21.02,12.52,0.872,464.1,0.8218,23.0,2173.6,7.57,74.4,10,0,1
39.74,31.8,33.47,1.509,529.4,0.3275,7.22,1383.4,13.14,468.1,8,1,1
18.66,40.2,44.41,2.234,576.9,0.6232,40.25,145.7,18.96,175.2,1,0,1
25.77,67.29,23.0,0.052,204.2,0.5279,13.18,1188.0,5.23,189.9,7,1,1
14.52,15.32,30.35,1.349,71.4,0.5771,32.9,2052.8,22.96,231.4,10,0,0
43.39,27.89,9.42,0.31,62.9,0.4326,35.1,1829.2,11.0,359.1,10,0,0
31.22,78.77,40.25,0.637,340.9,0.34,43.34,1247.5,24.54,359.8,12,0,1
18.0,22.49,48.37,0.641,756.7,0.1388,22.43,2157.1,3.03,239.8,4,1,1
33.51,39.12,13.43,0.95,174.2,0.6954,27.71,344.9,20.42,261.6,12,0,1
31.63,83.5,24.74,0.61,205.4,0.6969,15.07,2279.4,8.87,15.0,6,1,0
22.54,23.17,4.31,0.17,80.7,0.6366,30.52,2123.8,23.88,152.1,6,1,0
13.97,17.03,27.96,0.236,484.5,0.6149,20.85,1785.3,12.12,173.0,5,1,1
33.51,51.19,25.14,0.051,543.9,0.295,19.69,2053.8,19.99,279.4,10,0,1
28.21,35.71,7.22,0.953,514.3,0.1179,38.5,1382.3,28.04,279.1,9,1,1
37.03,57.89,22.1,4.633,688.9,0.747,2.26,1704.1,0.72,354.9,11,0,1
28.21,78.32,16.71,0.184,389.1,0.4929,39.69,1423.5,0.43,358.5,10,0,0
39.83,21.66,26.09,4.386,107.6,0.3455,38.34,920.8,23.13,117.6,8,1,1
29.32,59.36,29.28,1.983,231.5,0.1815,22.79,1443.7,19.43,385.1,12,0,1
29.63,52.97,0.42,1.522,529.9,0.1502,22.06,680.8,8.86,9.8,6,1,1
40.68,22.25,38.05,1.555,490.5,0.3791,16.28,1128.7,14.88,358.1,4,1,1
24.12,63.04,35.65,2.629,424.8,0.7438,44.74,737.9,1.35,51.0,4,1,1
14.69,33.26,18.31,0.17,546.4,0.835,5.0,351.1,5.85,364.8,9,1,1
11.01,51.47,2.65,1.054,509.9,0.8174,26.56,838.6,12.79,263.6,12,0,0
36.43,16.99,37.75,1.791,705.1,0.836,30.68,2137.4,25.04,218.6,4,1,1
31.71,49.06,47.76,1.326,468.8,0.8262,42.04,983.6,14.44,345.3,7,1,1
34.64,36.05,12.01,2.683,622.9,0.5218,35.11,1882.6,17.63,18.2,6,1,1
17.45,79.9,16.18,0.113,199.0,0.2755,28.97,479.2,26.23,111.7,2,0,0
14.77,14.84,9.19,1.76,542.5,0.7384,5.26,1089.8,9.33,308.2,5,1,1
10.51,45.58,28.85,1.145,721.8,0.271,16.82,331.4,21.05,423.6,3,0,0
22.27,48.97,7.74,0.715,308.6,0.3138,6.25,389.6,25.86,190.6,9,1,0
30.65,71.63,17.81,0.624,623.3,0.2866,39.65,1562.7,6.16,129.4,10,0,0
23.73,58.81,34.85,1.455,579.8,0.512,33.73,1538.3,10.76,259.4,1,0,1
25.31,66.71,28.01,3.325,47.6,0.3575,34.09,572.8,29.4,311.2,10,0,1
41.65,76.05,19.32,1.028,465.2,0.2233,29.35,1212.3,29.5,210.1,4,1,1
22.19,83.29,21.01,2.612,104.2,0.4625,22.82,2165.1,6.77,438.4,4,1,1
27.99,36.68,28.11,0.772,773.9,0.7991,6.75,476.8,2.09,261.7,9,1,1
37.43,55.73,0.29,0.162,649.1,0.5564,14.84,97.1,8.2,17.9,1,0,0
23.88,81.41,3.93,0.095,87.8,0.8027,6.16,1647.4,11.99,111.5,2,0,0
31.77,94.1,44.06,0.079,97.4,0.2567,32.62,181.1,13.29,225.3,1,0,0
40.18,85.61,3.89,0.717,475.6,0.2336,7.21,2450.9,18.6,348.9,1,0,0
43.23,41.57,35.34,0.617,275.9,0.5605,31.6,1543.6,27.0,109.9,12,0,1
15.15,26.59,46.0,1.898,27.9,0.4707,31.15,1202.5,9.98,488.1,1,0,0
42.43,51.6,13.53,2.037,433.3,0.6281,20.67,1103.5,25.51,159.3,3,0,1
27.22,73.04,18.52,0.078,310.3,0.7357,6.09,1454.0,2.9,266.2,11,0,0
19.04,51.87,28.45,0.375,80.9,0.701,14.17,272.0,1.35,9.5,4,1,0
26.07,51.07,44.09,0.481,641.5,0.8538,14.4,2328.5,15.17,442.4,10,0,1
44.3,81.25,47.1,1.19,732.1,0.4186,31.52,1582.8,1.88,394.4,2,0,1
27.24,40.72,36.98,0.234,605.3,0.2651,5.12,500.7,11.84,97.7,1,0,0
21.51,83.08,4.33,0.216,657.9,0.5407,37.31,1428.3,26.91,466.6,5,1,1
32.17,44.58,33.46,4.318,173.2,0.1886,34.25,376.5,7.32,157.9,6,1,1
